Dist Code,Year,State Code,State Name,Dist Name,NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha),TOTAL PER HA OF GCA (Kg per ha)
629,1982,18,Himachal Pradesh,Kangra,5645,82.01,28.59,15.93,753,10.94,3.81,2.13,485,7.05,2.46,1.37,6883,34.86,19.43
629,1983,18,Himachal Pradesh,Kangra,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
629,1984,18,Himachal Pradesh,Kangra,7770,80.82,38.16,20.44,1111,11.56,5.46,2.92,733,7.62,3.6,1.93,9614,47.22,25.29
629,1985,18,Himachal Pradesh,Kangra,7979,79.76,38.88,22.02,1150,11.5,5.6,3.17,875,8.75,4.26,2.42,10004,48.75,27.61
629,1986,18,Himachal Pradesh,Kangra,8727,79.87,42.47,23.33,1373,12.57,6.68,3.67,827,7.57,4.02,2.21,10927,53.17,29.21
629,1987,18,Himachal Pradesh,Kangra,7472,80.28,36.95,20.32,1150,12.35,5.69,3.13,686,7.37,3.39,1.87,9308,46.03,25.31
629,1988,18,Himachal Pradesh,Kangra,9717,80.95,46.31,27,1420,11.83,6.77,3.95,866,7.21,4.13,2.41,12003,57.2,33.36
629,1989,18,Himachal Pradesh,Kangra,10510,81.75,51.42,29.78,1528,11.88,7.48,4.33,819,6.37,4.01,2.32,12857,62.9,36.43
629,1990,18,Himachal Pradesh,Kangra,10750,80.77,52.14,29.51,1617,12.15,7.84,4.44,942,7.08,4.57,2.59,13309,64.55,36.53
629,1991,18,Himachal Pradesh,Kangra,10718,77.38,53.64,29.61,2097,15.14,10.49,5.79,1037,7.49,5.19,2.86,13852,69.32,38.26
629,1992,18,Himachal Pradesh,Kangra,10910,85.31,54.85,30.01,1231,9.63,6.19,3.39,648,5.07,3.26,1.78,12789,64.29,35.18
629,1993,18,Himachal Pradesh,Kangra,11238,90.5,56.44,31.37,794,6.39,3.99,2.22,385,3.1,1.93,1.07,12417,62.37,34.66
629,1994,18,Himachal Pradesh,Kangra,11602,89.67,58.63,32.37,919,7.1,4.64,2.56,417,3.22,2.11,1.16,12938,65.38,36.1
629,1995,18,Himachal Pradesh,Kangra,11106,88.18,59.15,32.52,972,7.72,5.18,2.85,517,4.1,2.75,1.51,12595,67.08,36.88
629,1996,18,Himachal Pradesh,Kangra,11695,84.4,59.34,32.33,1453,10.49,7.37,4.02,708,5.11,3.59,1.96,13856,70.31,38.3
629,1997,18,Himachal Pradesh,Kangra,11840,82.14,60.47,32.05,1736,12.04,8.87,4.7,838,5.81,4.28,2.27,14414,73.62,39.02
629,1998,18,Himachal Pradesh,Kangra,12901,82.85,66.4,35.37,1814,11.65,9.34,4.97,856,5.5,4.41,2.35,15571,80.14,42.69
629,1999,18,Himachal Pradesh,Kangra,12620,77.8,64.98,34.83,2433,15,12.53,6.71,1168,7.2,6.01,3.22,16221,83.52,44.76
629,2000,18,Himachal Pradesh,Kangra,10716,72.71,55.23,30.18,2734,18.55,14.09,7.7,1287,8.73,6.63,3.62,14737,75.96,41.5
629,2001,18,Himachal Pradesh,Kangra,11203,74.19,58.2,31.03,2627,17.4,13.65,7.28,1271,8.42,6.6,3.52,15101,78.45,41.82
629,2002,18,Himachal Pradesh,Kangra,10783,72.32,55.91,29.81,2819,18.91,14.62,7.79,1309,8.78,6.79,3.62,14911,77.32,41.22
629,2003,18,Himachal Pradesh,Kangra,12928,73.86,68.51,35.89,3119,17.82,16.53,8.66,1457,8.32,7.72,4.04,17504,92.76,48.6
629,2004,18,Himachal Pradesh,Kangra,13420,74.11,70.83,37.31,3137,17.32,16.56,8.72,1551,8.57,8.19,4.31,18108,95.58,50.34
629,2005,18,Himachal Pradesh,Kangra,12963,72.96,69.07,36.27,3162,17.8,16.85,8.85,1642,9.24,8.75,4.59,17767,94.67,49.7
629,2006,18,Himachal Pradesh,Kangra,13201,71.11,70,37.05,3546,19.1,18.8,9.95,1816,9.78,9.63,5.1,18563,98.44,52.09
629,2007,18,Himachal Pradesh,Kangra,14203,77.85,74.63,39.32,2383,13.06,12.52,6.6,1658,9.09,8.71,4.59,18244,95.86,50.51
629,2008,18,Himachal Pradesh,Kangra,15171,71.19,80.09,42.12,3464,16.25,18.29,9.62,2676,12.56,14.13,7.43,21311,112.5,59.17
629,2009,18,Himachal Pradesh,Kangra,13823,70.45,73.63,38.16,3468,17.67,18.47,9.57,2330,11.88,12.41,6.43,19621,104.51,54.17
629,2010,18,Himachal Pradesh,Kangra,13757,72.17,72.57,38.75,2826,14.83,14.91,7.96,2478,13,13.07,6.98,19061,100.54,53.69
629,2011,18,Himachal Pradesh,Kangra,14056,74.64,73.95,39.88,2849,15.13,14.99,8.08,1927,10.23,10.14,5.47,18832,99.08,53.43
629,2012,18,Himachal Pradesh,Kangra,14411,81.57,75.18,41.43,2074,11.74,10.82,5.96,1182,6.69,6.17,3.4,17667,92.17,50.79
629,2013,18,Himachal Pradesh,Kangra,14185,77.69,74.33,40.56,2682,14.69,14.05,7.67,1391,7.62,7.29,3.98,18258,95.67,52.2
629,2014,18,Himachal Pradesh,Kangra,15464,79.88,80.99,44.75,2562,13.23,13.42,7.41,1332,6.88,6.98,3.85,19358,101.38,56.02
629,2015,18,Himachal Pradesh,Kangra,14501,74.59,75.64,40.52,3274,16.84,17.08,9.15,1667,8.57,8.69,4.66,19442,101.41,54.33
629,2016,18,Himachal Pradesh,Kangra,13139,74.22,68.99,34.19,3109,17.56,16.32,8.09,1454,8.21,7.63,3.78,17702,92.95,46.06
629,2017,18,Himachal Pradesh,Kangra,14180,77.26,-1,-1,2766,15.07,-1,-1,1409,7.68,-1,-1,18354,-1,-1
630,1968,18,Himachal Pradesh,Kinnaur,7,63.64,0.85,0.64,3,27.27,0.37,0.27,1,9.09,0.12,0.09,11,1.34,1
630,1969,18,Himachal Pradesh,Kinnaur,16,72.73,1.94,1.42,4,18.18,0.48,0.36,2,9.09,0.24,0.18,22,2.67,1.95
630,1970,18,Himachal Pradesh,Kinnaur,10,38.46,1.23,0.9,11,42.31,1.35,1,5,19.23,0.62,0.45,26,3.2,2.35
630,1971,18,Himachal Pradesh,Kinnaur,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
630,1973,18,Himachal Pradesh,Kinnaur,27,84.38,3.21,2.25,5,15.63,0.59,0.42,0,0,0,0,32,3.8,2.67
630,1974,18,Himachal Pradesh,Kinnaur,22,91.67,2.64,1.9,1,4.17,0.12,0.09,1,4.17,0.12,0.09,24,2.88,2.07
630,1975,18,Himachal Pradesh,Kinnaur,17,50,1.99,1.48,10,29.41,1.17,0.87,7,20.59,0.82,0.61,34,3.99,2.95
630,1976,18,Himachal Pradesh,Kinnaur,30,55.56,3.56,2.71,12,22.22,1.42,1.08,12,22.22,1.42,1.08,54,6.41,4.88
630,1978,18,Himachal Pradesh,Kinnaur,63,59.43,7.78,5.68,25,23.58,3.09,2.25,18,16.98,2.22,1.62,106,13.09,9.55
630,1979,18,Himachal Pradesh,Kinnaur,47,56.63,5.58,4.6,18,21.69,2.14,1.76,18,21.69,2.14,1.76,83,9.86,8.13
630,1980,18,Himachal Pradesh,Kinnaur,27,39.71,3.23,2.59,24,35.29,2.87,2.31,17,25,2.03,1.63,68,8.12,6.53
630,1981,18,Himachal Pradesh,Kinnaur,27,39.71,3.37,2.5,24,35.29,3,2.22,17,25,2.12,1.57,68,8.49,6.3
630,1982,18,Himachal Pradesh,Kinnaur,52,65,6.48,5.04,15,18.75,1.87,1.45,13,16.25,1.62,1.26,80,9.98,7.76
630,1983,18,Himachal Pradesh,Kinnaur,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
630,1984,18,Himachal Pradesh,Kinnaur,59,62.11,8.05,6.01,21,22.11,2.86,2.14,15,15.79,2.05,1.53,95,12.96,9.68
630,1985,18,Himachal Pradesh,Kinnaur,46,50.55,5.93,4.65,25,27.47,3.22,2.53,20,21.98,2.58,2.02,91,11.73,9.2
630,1986,18,Himachal Pradesh,Kinnaur,60,61.22,8.06,6.13,21,21.43,2.82,2.15,17,17.35,2.28,1.74,98,13.17,10.02
630,1987,18,Himachal Pradesh,Kinnaur,55,50.93,7.03,5.62,31,28.7,3.96,3.17,22,20.37,2.81,2.25,108,13.81,11.04
630,1988,18,Himachal Pradesh,Kinnaur,98,52.13,12.93,10.39,52,27.66,6.86,5.51,38,20.21,5.01,4.03,188,24.8,19.94
630,1989,18,Himachal Pradesh,Kinnaur,74,49.66,9.7,8.23,34,22.82,4.46,3.78,41,27.52,5.37,4.56,149,19.53,16.57
630,1990,18,Himachal Pradesh,Kinnaur,83,48.26,10.96,9.11,44,25.58,5.81,4.83,45,26.16,5.94,4.94,172,22.72,18.88
630,1991,18,Himachal Pradesh,Kinnaur,49,48.04,6.77,5.63,31,30.39,4.28,3.56,22,21.57,3.04,2.53,102,14.09,11.71
630,1992,18,Himachal Pradesh,Kinnaur,47,50.54,6.28,5.1,26,27.96,3.47,2.82,20,21.51,2.67,2.17,93,12.42,10.1
630,1993,18,Himachal Pradesh,Kinnaur,22,91.67,2.93,2.3,2,8.33,0.27,0.21,0,0,0,0,24,3.2,2.51
630,1994,18,Himachal Pradesh,Kinnaur,68,77.27,8.95,7.31,11,12.5,1.45,1.18,9,10.23,1.18,0.97,88,11.58,9.46
630,1995,18,Himachal Pradesh,Kinnaur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,1996,18,Himachal Pradesh,Kinnaur,70,60.34,9.28,7.38,23,19.83,3.05,2.43,23,19.83,3.05,2.43,116,15.38,12.24
630,1997,18,Himachal Pradesh,Kinnaur,96,69.06,12.63,9.6,22,15.83,2.89,2.2,21,15.11,2.76,2.1,139,18.29,13.9
630,1998,18,Himachal Pradesh,Kinnaur,96,62.75,12.77,10.29,30,19.61,3.99,3.22,27,17.65,3.59,2.89,153,20.35,16.4
630,1999,18,Himachal Pradesh,Kinnaur,93,59.62,11.91,10.26,32,20.51,4.1,3.53,31,19.87,3.97,3.42,156,19.97,17.22
630,2000,18,Himachal Pradesh,Kinnaur,60,63.83,7.91,6.43,16,17.02,2.11,1.71,18,19.15,2.37,1.93,94,12.38,10.08
630,2001,18,Himachal Pradesh,Kinnaur,68,58.62,8.97,7.48,21,18.1,2.77,2.31,27,23.28,3.56,2.97,116,15.3,12.76
630,2002,18,Himachal Pradesh,Kinnaur,66,48.18,9.08,7.68,36,26.28,4.95,4.19,35,25.55,4.81,4.07,137,18.84,15.95
630,2003,18,Himachal Pradesh,Kinnaur,115,62.16,15.37,13.14,33,17.84,4.41,3.77,37,20,4.95,4.23,185,24.73,21.14
630,2004,18,Himachal Pradesh,Kinnaur,79,58.09,10.56,8.72,32,23.53,4.28,3.53,25,18.38,3.34,2.76,136,18.18,15.01
630,2005,18,Himachal Pradesh,Kinnaur,78,41.71,10.26,8.65,60,32.09,7.89,6.65,49,26.2,6.45,5.43,187,24.61,20.73
630,2006,18,Himachal Pradesh,Kinnaur,87,43.94,11.52,9.7,66,33.33,8.74,7.36,45,22.73,5.96,5.02,198,26.23,22.07
630,2007,18,Himachal Pradesh,Kinnaur,75,43.6,9.52,7.79,46,26.74,5.84,4.78,51,29.65,6.47,5.3,172,21.83,17.86
630,2008,18,Himachal Pradesh,Kinnaur,117,39.13,14.87,12.16,94,31.44,11.94,9.77,88,29.43,11.18,9.15,299,37.99,31.08
630,2009,18,Himachal Pradesh,Kinnaur,107,37.15,13.33,11.2,85,29.51,10.59,8.9,96,33.33,11.96,10.05,288,35.87,30.16
630,2010,18,Himachal Pradesh,Kinnaur,91,36.25,10.95,8.54,70,27.89,8.42,6.57,90,35.86,10.83,8.45,251,30.2,23.57
630,2011,18,Himachal Pradesh,Kinnaur,101,37.83,12.04,10.01,83,31.09,9.89,8.23,83,31.09,9.89,8.23,267,31.82,26.46
630,2012,18,Himachal Pradesh,Kinnaur,98,45.37,11.76,10,59,27.31,7.08,6.02,59,27.31,7.08,6.02,216,25.93,22.04
630,2013,18,Himachal Pradesh,Kinnaur,104,46.85,12.65,9.89,61,27.48,7.42,5.8,57,25.68,6.93,5.42,222,27.01,21.1
630,2014,18,Himachal Pradesh,Kinnaur,88,35.92,10.56,8.29,75,30.61,9,7.07,82,33.47,9.84,7.73,245,29.41,23.09
630,2015,18,Himachal Pradesh,Kinnaur,96,36.36,11.75,8.89,87,32.95,10.65,8.06,81,30.68,9.91,7.5,264,32.31,24.44
630,2016,18,Himachal Pradesh,Kinnaur,110,38.33,13.32,10.35,81,28.22,9.81,7.62,96,33.45,11.63,9.03,287,34.76,27
630,2017,18,Himachal Pradesh,Kinnaur,111,42.05,-1,-1,64,24.24,-1,-1,89,33.71,-1,-1,264,-1,-1
631,1968,18,Himachal Pradesh,Kullu,107,70.39,3.17,2.1,40,26.32,1.18,0.78,5,3.29,0.15,0.1,152,4.5,2.98
631,1969,18,Himachal Pradesh,Kullu,61,50,1.86,1.19,46,37.7,1.4,0.9,15,12.3,0.46,0.29,122,3.72,2.38
631,1970,18,Himachal Pradesh,Kullu,65,59.63,1.97,1.28,14,12.84,0.42,0.28,30,27.52,0.91,0.59,109,3.3,2.15
631,1971,18,Himachal Pradesh,Kullu,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
631,1973,18,Himachal Pradesh,Kullu,209,68.75,6.4,4.1,54,17.76,1.65,1.06,41,13.49,1.26,0.8,304,9.31,5.97
631,1974,18,Himachal Pradesh,Kullu,171,64.04,5.18,3.31,54,20.22,1.64,1.04,42,15.73,1.27,0.81,267,8.09,5.16
631,1975,18,Himachal Pradesh,Kullu,177,60.41,5.27,3.4,61,20.82,1.82,1.17,55,18.77,1.64,1.06,293,8.72,5.62
631,1976,18,Himachal Pradesh,Kullu,306,66.67,9.09,5.8,75,16.34,2.23,1.42,78,16.99,2.32,1.48,459,13.64,8.7
631,1978,18,Himachal Pradesh,Kullu,297,64.15,8.72,5.53,80,17.28,2.35,1.49,86,18.57,2.53,1.6,463,13.6,8.62
631,1979,18,Himachal Pradesh,Kullu,374,62.23,11.36,7.23,99,16.47,3.01,1.91,128,21.3,3.89,2.47,601,18.25,11.61
631,1980,18,Himachal Pradesh,Kullu,455,55.29,13.27,8.73,182,22.11,5.31,3.49,186,22.6,5.43,3.57,823,24.01,15.79
631,1981,18,Himachal Pradesh,Kullu,455,55.29,13.12,8.18,182,22.11,5.25,3.27,186,22.6,5.36,3.35,823,23.74,14.8
631,1982,18,Himachal Pradesh,Kullu,313,74.7,8.9,5.64,44,10.5,1.25,0.79,62,14.8,1.76,1.12,419,11.91,7.56
631,1983,18,Himachal Pradesh,Kullu,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
631,1984,18,Himachal Pradesh,Kullu,546,63.49,15.56,9.77,147,17.09,4.19,2.63,167,19.42,4.76,2.99,860,24.51,15.4
631,1985,18,Himachal Pradesh,Kullu,847,61.16,23.9,14.9,257,18.56,7.25,4.52,281,20.29,7.93,4.94,1385,39.08,24.37
631,1986,18,Himachal Pradesh,Kullu,902,59.81,25.3,15.45,275,18.24,7.71,4.71,331,21.95,9.28,5.67,1508,42.3,25.83
631,1987,18,Himachal Pradesh,Kullu,877,58.23,24.55,15.24,281,18.66,7.86,4.88,348,23.11,9.74,6.05,1506,42.15,26.17
631,1988,18,Himachal Pradesh,Kullu,1057,55.11,29.49,18.03,396,20.65,11.05,6.75,465,24.24,12.97,7.93,1918,53.52,32.71
631,1989,18,Himachal Pradesh,Kullu,1108,51.61,30.42,19.56,479,22.31,13.15,8.45,560,26.08,15.38,9.88,2147,58.95,37.89
631,1990,18,Himachal Pradesh,Kullu,1233,52.71,33.43,20.33,547,23.39,14.83,9.02,559,23.9,15.16,9.22,2339,63.42,38.57
631,1991,18,Himachal Pradesh,Kullu,982,50.96,26.87,15.34,456,23.66,12.48,7.12,489,25.38,13.38,7.64,1927,52.74,30.1
631,1992,18,Himachal Pradesh,Kullu,1190,69.75,32.73,18.58,256,15.01,7.04,4,260,15.24,7.15,4.06,1706,46.92,26.63
631,1993,18,Himachal Pradesh,Kullu,1062,77.86,29.07,18.57,120,8.8,3.28,2.1,182,13.34,4.98,3.18,1364,37.34,23.85
631,1994,18,Himachal Pradesh,Kullu,875,76.49,24.24,14.91,97,8.48,2.69,1.65,172,15.03,4.76,2.93,1144,31.69,19.49
631,1995,18,Himachal Pradesh,Kullu,972,70.69,26.48,16.79,146,10.62,3.98,2.52,257,18.69,7,4.44,1375,37.46,23.76
631,1996,18,Himachal Pradesh,Kullu,995,66.2,27.04,15.23,201,13.37,5.46,3.08,307,20.43,8.34,4.7,1503,40.84,23
631,1997,18,Himachal Pradesh,Kullu,1188,63.53,32.46,18.83,274,14.65,7.49,4.34,408,21.82,11.15,6.47,1870,51.09,29.64
631,1998,18,Himachal Pradesh,Kullu,1290,60.51,35.32,21.15,338,15.85,9.26,5.54,504,23.64,13.8,8.27,2132,58.38,34.96
631,1999,18,Himachal Pradesh,Kullu,1046,67.09,28.61,18.19,216,13.86,5.91,3.76,297,19.05,8.12,5.16,1559,42.64,27.11
631,2000,18,Himachal Pradesh,Kullu,1043,62.91,28.05,15.61,281,16.95,7.56,4.21,334,20.14,8.98,5,1658,44.58,24.81
631,2001,18,Himachal Pradesh,Kullu,1420,57.33,38.29,23.12,480,19.38,12.94,7.82,577,23.29,15.56,9.4,2477,66.78,40.34
631,2002,18,Himachal Pradesh,Kullu,1421,53.52,38.71,23.46,617,23.24,16.81,10.19,617,23.24,16.81,10.19,2655,72.32,43.84
631,2003,18,Himachal Pradesh,Kullu,1693,52.37,46.59,26.01,715,22.12,19.68,10.98,825,25.52,22.7,12.67,3233,88.97,49.67
631,2004,18,Himachal Pradesh,Kullu,1693,51.73,46.74,26.06,767,23.43,21.18,11.81,813,24.84,22.45,12.51,3273,90.36,50.38
631,2005,18,Himachal Pradesh,Kullu,1801,47.46,49.22,27.38,1030,27.14,28.15,15.66,964,25.4,26.35,14.65,3795,103.72,57.69
631,2006,18,Himachal Pradesh,Kullu,1757,48.15,47.49,28.34,928,25.43,25.08,14.97,964,26.42,26.05,15.55,3649,98.62,58.85
631,2007,18,Himachal Pradesh,Kullu,1823,45.77,48.95,29.91,1000,25.11,26.85,16.41,1160,29.12,31.15,19.03,3983,106.95,65.35
631,2008,18,Himachal Pradesh,Kullu,2085,47.72,55.99,32.45,1022,23.39,27.44,15.91,1262,28.89,33.89,19.64,4369,117.32,68
631,2009,18,Himachal Pradesh,Kullu,2120,45.26,55.17,36.21,1136,24.25,29.56,19.41,1428,30.49,37.16,24.39,4684,121.88,80.01
631,2010,18,Himachal Pradesh,Kullu,2085,41.29,54.17,34.98,1314,26.02,34.14,22.05,1651,32.69,42.89,27.7,5050,131.2,84.73
631,2011,18,Himachal Pradesh,Kullu,1844,45.22,47.8,31.32,1074,26.34,27.84,18.24,1160,28.45,30.07,19.7,4078,105.7,69.27
631,2012,18,Himachal Pradesh,Kullu,2160,53.01,56.47,37.15,787,19.31,20.58,13.54,1128,27.68,29.49,19.4,4075,106.54,70.09
631,2013,18,Himachal Pradesh,Kullu,2033,48.28,53.97,36.06,889,21.11,23.6,15.77,1289,30.61,34.22,22.86,4211,111.79,74.69
631,2014,18,Himachal Pradesh,Kullu,1799,40.76,48.22,32.41,1064,24.11,28.52,19.17,1551,35.14,41.57,27.94,4414,118.31,79.52
631,2015,18,Himachal Pradesh,Kullu,2538,46.08,66.91,46.84,1325,24.06,34.93,24.45,1645,29.87,43.37,30.36,5508,145.21,101.64
631,2016,18,Himachal Pradesh,Kullu,2670,44.93,73.21,48.07,1474,24.8,40.42,26.54,1799,30.27,49.33,32.39,5943,162.95,106.99
631,2017,18,Himachal Pradesh,Kullu,2786,46.03,-1,-1,1384,22.87,-1,-1,1882,31.1,-1,-1,6052,-1,-1
632,1968,18,Himachal Pradesh,Lahul & Spiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,1969,18,Himachal Pradesh,Lahul & Spiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,1970,18,Himachal Pradesh,Lahul & Spiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,1971,18,Himachal Pradesh,Lahul & Spiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,1973,18,Himachal Pradesh,Lahul & Spiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,1974,18,Himachal Pradesh,Lahul & Spiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,1975,18,Himachal Pradesh,Lahul & Spiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,1976,18,Himachal Pradesh,Lahul & Spiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,1978,18,Himachal Pradesh,Lahul & Spiti,106,36.18,36.55,34.19,126,43,43.45,40.65,61,20.82,21.03,19.68,293,101.03,94.52
632,1979,18,Himachal Pradesh,Lahul & Spiti,58,34.52,19.73,17.79,73,43.45,24.83,22.39,37,22.02,12.59,11.35,168,57.14,51.53
632,1980,18,Himachal Pradesh,Lahul & Spiti,74,36.27,24.58,23.57,86,42.16,28.57,27.39,44,21.57,14.62,14.01,204,67.77,64.97
632,1981,18,Himachal Pradesh,Lahul & Spiti,74,36.27,23.27,23.27,86,42.16,27.04,27.04,44,21.57,13.84,13.84,204,64.15,64.15
632,1982,18,Himachal Pradesh,Lahul & Spiti,197,38.48,64.38,61.56,198,38.67,64.71,61.88,117,22.85,38.24,36.56,512,167.32,160
632,1983,18,Himachal Pradesh,Lahul & Spiti,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
632,1984,18,Himachal Pradesh,Lahul & Spiti,112,42.42,35.78,31.91,101,38.26,32.27,28.77,51,19.32,16.29,14.53,264,84.35,75.21
632,1985,18,Himachal Pradesh,Lahul & Spiti,145,43.94,46.62,44.62,115,34.85,36.98,35.38,70,21.21,22.51,21.54,330,106.11,101.54
632,1986,18,Himachal Pradesh,Lahul & Spiti,138,45.7,43.95,41.69,102,33.77,32.48,30.82,62,20.53,19.75,18.73,302,96.18,91.24
632,1987,18,Himachal Pradesh,Lahul & Spiti,172,44.56,55.31,52.76,130,33.68,41.8,39.88,84,21.76,27.01,25.77,386,124.12,118.4
632,1988,18,Himachal Pradesh,Lahul & Spiti,138,39.77,43.4,42.46,130,37.46,40.88,40,79,22.77,24.84,24.31,347,109.12,106.77
632,1989,18,Himachal Pradesh,Lahul & Spiti,156,40.94,49.68,46.43,141,37.01,44.9,41.96,84,22.05,26.75,25,381,121.34,113.39
632,1990,18,Himachal Pradesh,Lahul & Spiti,221,40.48,70.38,68.63,201,36.81,64.01,62.42,124,22.71,39.49,38.51,546,173.89,169.57
632,1991,18,Himachal Pradesh,Lahul & Spiti,123,40.2,39.05,36.61,111,36.27,35.24,33.04,72,23.53,22.86,21.43,306,97.14,91.07
632,1992,18,Himachal Pradesh,Lahul & Spiti,113,40.07,35.65,34.14,100,35.46,31.55,30.21,69,24.47,21.77,20.85,282,88.96,85.2
632,1993,18,Himachal Pradesh,Lahul & Spiti,113,56.22,36.1,34.45,50,24.88,15.97,15.24,38,18.91,12.14,11.59,201,64.22,61.28
632,1994,18,Himachal Pradesh,Lahul & Spiti,122,48.61,39.35,36.97,73,29.08,23.55,22.12,56,22.31,18.06,16.97,251,80.97,76.06
632,1995,18,Himachal Pradesh,Lahul & Spiti,82,47.67,25.71,24.77,47,27.33,14.73,14.2,43,25,13.48,12.99,172,53.92,51.96
632,1996,18,Himachal Pradesh,Lahul & Spiti,101,52.6,31.37,30.06,50,26.04,15.53,14.88,41,21.35,12.73,12.2,192,59.63,57.14
632,1997,18,Himachal Pradesh,Lahul & Spiti,112,43.92,35,33.94,88,34.51,27.5,26.67,55,21.57,17.19,16.67,255,79.69,77.27
632,1998,18,Himachal Pradesh,Lahul & Spiti,114,42.54,35.4,33.93,97,36.19,30.12,28.87,57,21.27,17.7,16.96,268,83.23,79.76
632,1999,18,Himachal Pradesh,Lahul & Spiti,122,44.2,35.99,34.96,95,34.42,28.02,27.22,59,21.38,17.4,16.91,276,81.42,79.08
632,2000,18,Himachal Pradesh,Lahul & Spiti,100,44.44,28.65,27.78,76,33.78,21.78,21.11,49,21.78,14.04,13.61,225,64.47,62.5
632,2001,18,Himachal Pradesh,Lahul & Spiti,94,43.12,28.48,27.81,78,35.78,23.64,23.08,46,21.1,13.94,13.61,218,66.06,64.5
632,2002,18,Himachal Pradesh,Lahul & Spiti,149,41.5,44.74,43.7,131,36.49,39.34,38.42,79,22.01,23.72,23.17,359,107.81,105.28
632,2003,18,Himachal Pradesh,Lahul & Spiti,130,42.07,42.76,41.01,109,35.28,35.86,34.38,70,22.65,23.03,22.08,309,101.64,97.48
632,2004,18,Himachal Pradesh,Lahul & Spiti,125,42.96,37.99,35.82,98,33.68,29.79,28.08,68,23.37,20.67,19.48,291,88.45,83.38
632,2005,18,Himachal Pradesh,Lahul & Spiti,127,39.44,38.6,36.71,121,37.58,36.78,34.97,74,22.98,22.49,21.39,322,97.87,93.06
632,2006,18,Himachal Pradesh,Lahul & Spiti,133,37.57,40.55,38.44,138,38.98,42.07,39.88,83,23.45,25.3,23.99,354,107.93,102.31
632,2007,18,Himachal Pradesh,Lahul & Spiti,157,38.77,47.87,45.64,152,37.53,46.34,44.19,96,23.7,29.27,27.91,405,123.48,117.73
632,2008,18,Himachal Pradesh,Lahul & Spiti,158,37.71,47.02,44.51,133,31.74,39.58,37.46,128,30.55,38.1,36.06,419,124.7,118.03
632,2009,18,Himachal Pradesh,Lahul & Spiti,150,34.97,44.12,41.78,174,40.56,51.18,48.47,105,24.48,30.88,29.25,429,126.18,119.5
632,2010,18,Himachal Pradesh,Lahul & Spiti,139,33.99,40.88,39.49,135,33.01,39.71,38.35,135,33.01,39.71,38.35,409,120.29,116.19
632,2011,18,Himachal Pradesh,Lahul & Spiti,136,33.17,40.24,38.97,163,39.76,48.22,46.7,111,27.07,32.84,31.81,410,121.3,117.48
632,2012,18,Himachal Pradesh,Lahul & Spiti,130,37.57,38.46,36.83,136,39.31,40.24,38.53,80,23.12,23.67,22.66,346,102.37,98.02
632,2013,18,Himachal Pradesh,Lahul & Spiti,142,36.04,41.76,39.89,156,39.59,45.88,43.82,96,24.37,28.24,26.97,394,115.88,110.67
632,2014,18,Himachal Pradesh,Lahul & Spiti,162,35.76,47.65,43.55,181,39.96,53.24,48.66,110,24.28,32.35,29.57,453,133.24,121.77
632,2015,18,Himachal Pradesh,Lahul & Spiti,169,36.9,49.71,49.13,182,39.74,53.53,52.91,107,23.36,31.47,31.1,458,134.71,133.14
632,2016,18,Himachal Pradesh,Lahul & Spiti,195,37.5,57.4,46.04,190,36.54,55.93,44.86,135,25.96,39.74,31.88,520,153.08,122.79
632,2017,18,Himachal Pradesh,Lahul & Spiti,182,38.4,-1,-1,183,38.61,-1,-1,109,23,-1,-1,474,-1,-1
633,1968,18,Himachal Pradesh,Solan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,1969,18,Himachal Pradesh,Solan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
